postal_code,administrative_division_code
3500807,11201
3500808,11201
3500809,11201
3500811,11201
3500812,11201
3500813,11201
3500814,11201
3500815,11201
3500816,11201
3500817,11201
3500821,11201
3500822,11201
3500823,11201
3500824,11201
3500825,11201
3500826,11201
3500827,11201
3500831,11201
3500832,11201
3500833,11201
3500834,11201
3500835,11201
3500836,11201
3500837,11201
3500838,11201
3500841,11201
3500842,11201
3500843,11201
3500844,11201
3500845,11201
3500846,11201
3500847,11201
3500848,11201
3500851,11201
3500852,11201
3500853,11201
3500854,11201
3500855,11201
3500856,11201
3500857,11201
3501100,11201
3501101,11201
3501102,11201
3501103,11201
3501104,11201
3501105,11201
3501106,11201
3501107,11201
3501108,11201
3501109,11201
3501110,11201
3501111,11201
3501112,11201
3501113,11201
3501114,11201
3501115,11201
3501116,11201
3501117,11201
3501118,11201
3501119,11201
3501121,11201
3501122,11201
3501123,11201
3501124,11201
3501125,11201
3501126,11201
3501128,11201
3501129,11201
3501131,11201
3501132,11201
3501133,11201
3501134,11201
3501135,11201
3501136,11201
3501137,11201
3501138,11201
3501141,11201
3501142,11201
3501143,11201
3501144,11201
3501145,11201
3501146,11201
3501147,11201
3501150,11201
3501151,11201
3501152,11201
3501153,11201
3501154,11201
3501155,11201
3501156,11201
3501157,11201
3501158,11201
3501159,11201
3501160,11201
3501161,11201
3501162,11201
3501163,11201
3501164,11201
3501165,11201
3501166,11201
3501167,11201
3501168,11201
3501169,11201
3501170,11201
3501171,11201
3501172,11201
3501173,11201
3501174,11201
3501175,11201
3501176,11201
3501177,11201
3501178,11201
3501179,11201
3501181,11201
3501182,11201
3501183,11201
3501185,11346
3501188,11201
3501192,11201
3501194,11201
3501195,11346
3501196,11201
3501197,11201
3501198,11201
3501200,11242
3501201,11242
3501202,11242
3501203,11242
3501204,11242
3501205,11242
3501206,11242
3501211,11242
3501212,11242
3501213,11242
3501214,11242
3501215,11242
3501216,11242
3501221,11242
3501222,11242
3501223,11242
3501224,11242
3501225,11242
3501226,11242
3501227,11242
3501231,11242
3501232,11242
3501233,11242
3501234,11242
3501235,11242
3501236,11242
3501237,11242
3501241,11242
3501242,11242
3501243,11242
3501244,11242
3501245,11242
3501246,11242
3501247,11242
3501248,11242
3501249,11242
3501251,11242
3501252,11242
3501253,11242
3501254,11242
3501255,11242
3501257,11242
3501292,11242
3501295,11242
3501296,11242
3501297,11242
3501298,11242
3501300,11215
3501301,11215
3501302,11215
3501303,11215
3501304,11215
3501305,11215
3501306,11215
3501307,11215
3501308,11215
3501311,11215
3501312,11215
3501313,11215
3501314,11215
3501315,11215
3501316,11215
3501317,11215
3501319,11215
3501320,11215
3501321,11215
3501322,11215
3501323,11215
3501324,11215
3501325,11215
3501326,11215
3501327,11215
3501328,11215
3501331,11215
3501332,11215
3501333,11215
3501334,11215
3501335,11215
3501336,11215
3501380,11215
3501383,11215
3501385,11215
3501386,11215
3501388,11215
3501389,11215
3501392,11215
3501395,11215
3501396,11215
3501398,11215
3502200,11241
3502201,11241
3502202,11241
3502203,11241
3502204,11241
3502205,11241
3502206,11241
3502207,11241
3502211,11241
3502212,11241
3502213,11241
3502214,11241
3502215,11241
3502216,11241
3502217,11241
3502218,11241
3502219,11241
3502221,11241
3502222,11241
3502223,11241
3502224,11241
3502225,11241
3502226,11241
3502227,11241
3502280,11241
3502281,11241
3502282,11241
3502287,11241
3502288,11241
3502292,11241
3502295,11241
3508501,11201
3508510,11201
3508511,11201
3508531,11201
3508550,11201
3508555,11201
3508585,11201
3508588,11201
3508601,11201
3508666,11201
3510000,11227
3510001,11227
3510002,11227
3510003,11227
3510004,11227
3510005,11227
3510006,11227
3510007,11227
3510011,11227
3510012,11227
3510013,11227
3510014,11227
3510015,11227
3510016,11227
3510021,11227
3510022,11227
3510023,11227
3510024,11227
3510025,11227
3510031,11227
3510032,11227
3510033,11227
3510034,11227
3510035,11227
3510036,11227
3510100,11229
3510101,11229
3510102,11229
3510103,11229
3510104,11229
3510105,11229
3510106,11229
3510111,11229
3510112,11229
3510113,11229
3510114,11229
3510115,11229
3510116,11229
3510180,11229
3510188,11229
3510192,11229
3510193,11229
3510194,11229
3510196,11229
3510197,11229
3510198,11229
3518501,11227
3518503,11227
3518508,11227
3518510,11227
3518511,11227
3518520,11227
3518555,11227
3518560,11227
3518585,11227
3518586,11227
3518601,11227
3520000,11230
3520001,11230
3520002,11230
3520003,11230
3520004,11230
3520005,11230
3520006,11230
3520011,11230
3520012,11230
3520013,11230
3520014,11230
3520015,11230
3520016,11230
3520017,11230
3520021,11230
3520022,11230
3520023,11230
3520024,11230
3520025,11230
3520031,11230
3520032,11230
3520033,11230
3520034,11230
3520035,11230
3528501,11230
3528510,11230
3528523,11230
3528549,11230
3528555,11230
3528558,11230
3528572,11230
3528577,11230
3528588,11230
3528589,11230
3528623,11230
3528666,11230
3530000,11228
3530001,11228
3530002,11228
3530003,11228
3530004,11228
3530005,11228
3530006,11228
3530007,11228
3530008,11228
3538501,11228
3538555,11228
3540000,11235
3540000,11324
3540001,11235
3540002,11235
3540003,11235
3540004,11235
3540005,11235
3540006,11235
3540007,11235
3540008,11235
3540011,11235
3540012,11235
3540013,11235
3540014,11235
3540015,11235
3540016,11235
3540017,11235
3540018,11235
3540021,11235
3540022,11235
3540023,11235
3540024,11235
3540025,11235
3540026,11235
3540031,11235
3540032,11235
3540033,11235
3540034,11235
3540035,11235
3540036,11235
3540041,11324
3540042,11324
3540043,11324
3540044,11324
3540045,11324
3540046,11324
3548501,11324
3548504,11324
3548505,11324
3548510,11324
3548511,11235
3548533,11324
3548555,11324
3548558,11324
3548560,11235
3548565,11324
3548577,11324
3548580,11324
3548585,11324
3550000,11212
3550001,11212
3550002,11212
3550003,11212
3550004,11212
3550005,11212
3550006,11212
3550007,11212
3550008,11212
3550009,11212
3550010,11212
3550011,11212
3550012,11212
3550013,11212
3550014,11212
3550015,11212
3550016,11212
3550017,11212
3550018,11212
3550019,11212
3550021,11212
3550022,11212
3550023,11212
3550024,11212
3550025,11212
3550026,11212
3550027,11212
3550028,11212
3550031,11212
3550032,11212
3550033,11212
3550034,11212
3550035,11212
3550036,11212
3550037,11212
3550041,11212
3550042,11212
3550043,11212
3550044,11212
3550045,11212
3550046,11212
3550047,11212
3550048,11212
3550051,11212
3550052,11212
3550053,11212
3550054,11212
3550055,11212
3550061,11212
3550062,11212
3550063,11212
3550064,11212
3550065,11212
3550066,11212
3550067,11212
3550071,11212
3550072,11212
3550073,11212
3550074,11212
3550075,11212
3550076,11212
3550077,11212
3550100,11347
3550101,11347
3550102,11347
3550103,11347
3550104,11347
3550105,11347
3550106,11347
3550110,11347
3550111,11347
3550112,11347
3550113,11347
3550114,11347
3550115,11347
3550116,11347
3550117,11347
3550118,11347
3550119,11347
3550121,11347
3550122,11347
3550123,11347
3550124,11347
3550125,11347
3550126,11347
3550127,11347
3550131,11347
3550132,11347
3550133,11347
3550134,11347
3550135,11347
3550136,11347
3550137,11347
3550151,11347
3550152,11347
3550153,11347
3550154,11347
3550155,11347
3550156,11347
3550157,11347
3550161,11347
3550162,11347
3550163,11347
3550164,11347
3550165,11347
3550166,11347
3550167,11347
3550192,11347
3550193,11347
3550194,11347
3550195,11347
3550200,11342
3550201,11342
3550202,11342
3550203,11342
3550204,11342
3550205,11342
3550206,11342
3550211,11342
3550212,11342
3550213,11342
3550214,11342
3550215,11342
3550216,11342
3550221,11342
3550222,11342
3550223,11342
3550224,11342
3550225,11342
3550226,11342
3550227,11342
3550292,11342
3550300,11343
3550300,11349
3550300,11369
3550301,11343
3550302,11343
3550303,11343
3550304,11343
3550305,11343
3550306,11343
3550311,11343
3550312,11343
3550313,11343
3550314,11343
3550315,11343
3550316,11343
3550317,11343
3550318,11343
3550321,11343
3550322,11343
3550323,11343
3550324,11343
3550325,11343
3550326,11343
3550327,11343
3550328,11343
3550331,11343
3550332,11343
3550333,11343
3550334,11343
3550335,11343
3550336,11343
3550337,11343
3550341,11349
3550342,11349
3550343,11349
3550344,11349
3550351,11349
3550352,11349
3550353,11349
3550354,11349
3550355,11349
3550356,11349
3550357,11349
3550358,11349
3550359,11349
3550361,11349
3550363,11349
3550364,11349
3550365,11349
3550366,11349
3550371,11369
3550372,11369
3550373,11369
3550374,11369
3550375,11369
3550376,11369
3550377,11369
3550380,11343
3550392,11343
3550395,11349
3550800,11341
3550801,11341
3550802,11341
3550803,11341
3550804,11341
3550805,11341
3550806,11341
3550807,11341
3550808,11341
3550811,11341
3550812,11341
3550813,11341
3550814,11341
3550815,11341
3558501,11212
3558585,11341
3558601,11212
3558603,11212
3558604,11212
3558605,11212
3558606,11212
3558608,11212
3560000,11245
3560001,11245
3560002,11245
3560003,11245
3560004,11245
3560005,11245
3560006,11245
3560007,11245
3560008,11245
3560011,11245
3560012,11245
3560013,11245
3560014,11245
3560015,11245
3560016,11245
3560017,11245
3560018,11245
3560019,11245
3560020,11245
3560021,11245
3560022,11245
3560023,11245
3560024,11245
3560025,11245
3560026,11245
3560027,11245
3560028,11245
3560029,11245
3560030,11245
3560031,11245
3560032,11245
3560033,11245
3560034,11245
3560035,11245
3560036,11245
3560037,11245
3560038,11245
3560041,11245
3560042,11245
3560043,11245
3560044,11245
3560045,11245
3560050,11245
3560051,11245
3560052,11245
3560053,11245
3560054,11245
3560055,11245
3560056,11245
3560057,11245
3560058,11245
3560059,11245
3568501,11245
3568502,11245
3568507,11245
3568510,11245
3568511,11245
3568525,11245
3568533,11245
3568550,11245
3568555,11245
3568556,11245
3568567,11245
3568580,11245
3568585,11245
3570000,11209
3570001,11209
3570002,11209
3570003,11209
3570004,11209
3570005,11209
3570006,11209
3570011,11209
3570012,11209
3570013,11209
3570014,11209
3570015,11209
3570016,11209
3570021,11209
3570022,11209
3570023,11209
3570024,11209
3570025,11209
3570031,11209
3570032,11209
3570033,11209
3570034,11209
3570035,11209
3570036,11209
3570037,11209
3570038,11209
3570041,11209
3570042,11209
3570043,11209
3570044,11209
3570045,11209
3570046,11209
3570047,11209
3570048,11209
3570049,11209
3570051,11209
3570052,11209
3570053,11209
3570054,11209
3570055,11209
3570056,11209
3570061,11209
3570062,11209
3570063,11209
3570064,11209
3570065,11209
3570066,11209
3570067,11209
3570068,11209
3570069,11209
3570111,11209
3570112,11209
3570121,11209
3570122,11209
3570123,11209
3570124,11209
3570125,11209
3570126,11209
3570127,11209
3570128,11209
3570201,11209
3570202,11209
3570203,11209
3570204,11209
3570205,11209
3570206,11209
3570211,11209
3570212,11209
3570213,11209
3570214,11209
3570215,11209
3570216,11209
3570217,11209
3570218,11209
3578501,11209
3578510,11209
3578527,11209
3578550,11209
3578555,11209
3578558,11209
3578570,11209
3578585,11209
3578588,11209
3580000,11225
3580001,11225
3580002,11225
3580003,11225
3580004,11225
3580005,11225
3580006,11225
3580007,11225
3580008,11225
3580011,11225
3580012,11225
3580013,11225
3580014,11225
3580015,11225
3580016,11225
3580017,11225
3580021,11225
3580022,11225
3580023,11225
3580024,11225
3580025,11225
3580026,11225
3580027,11225
3580031,11225
3580032,11225
3580033,11225
3580034,11225
3580035,11225
3580036,11225
3580041,11225
3580042,11225
3580043,11225
3580044,11225
3580045,11225
3580046,11225
3580047,11225
3580048,11225
3580051,11225
3580052,11225
3580053,11225
3580054,11225
3580055,11225
3588501,11225
3588510,11225
3588511,11225
3588515,11225
3588521,11225
3588555,11225
3588558,11225
3588585,11225
3588588,11225
3590000,11208
3590001,11208
3590002,11208
3590003,11208
3590004,11208
3590005,11208
3590006,11208
3590007,11208
3590011,11208
3590012,11208
3590013,11208
3590014,11208
3590015,11208
3590016,11208
3590021,11208
3590022,11208
3590023,11208
3590024,11208
3590025,11208
3590026,11208
3590027,11208
3590031,11208
3590032,11208
3590033,11208
3590034,11208
3590035,11208
3590036,11208
3590037,11208
3590038,11208
3590041,11208
3590042,11208
3590043,11208
3590044,11208
3590045,11208
3590046,11208
3590047,11208
3591101,11208
3591102,11208
3591103,11208
3591104,11208
3591105,11208
3591106,11208
3591111,11208
3591112,11208
3591113,11208
3591114,11208
3591115,11208
3591116,11208
3591117,11208
3591118,11208
3591121,11208
3591122,11208
3591123,11208
3591124,11208
3591125,11208
3591126,11208
3591127,11208
3591128,11208
3591131,11208
3591132,11208
3591133,11208
3591141,11208
3591142,11208
3591143,11208
3591144,11208
3591145,11208
3591146,11208
3591147,11208
3591148,11208
3591151,11208
3591152,11208
3591153,11208
3591154,11208
3591155,11208
3591156,11208
3591161,11208
3591162,11208
3591163,11208
3591164,11208
3591165,11208
3591166,11208
3591167,11208
3591180,11208
3591188,11208
3591189,11208
3591192,11208
3591193,11208
3591195,11208
3591196,11208
3591198,11208
3598501,11208
3598505,11208
3598507,11208
3598510,11208
3598511,11208
3598513,11208
3598520,11208
3598533,11208
3598542,11208
3598550,11208
3598555,11208
3598558,11208
3598560,11208
3598570,11208
3598580,11208
3598585,11208
3598601,11208
3598648,11208
3598686,11208
3600000,11202
3600001,11202
3600002,11202
3600003,11202
3600004,11202
3600005,11202
3600006,11202
3600011,11202
3600012,11202
3600013,11202
3600014,11202
3600015,11202
3600016,11202
3600017,11202
3600018,11202
3600021,11202
3600022,11202
3600023,11202
3600024,11202
3600025,11202
3600026,11202
3600027,11202
3600031,11202
3600032,11202
3600033,11202
3600034,11202
3600035,11202
3600036,11202
3600037,11202
3600041,11202
3600042,11202
3600043,11202
3600044,11202
3600045,11202
3600046,11202
3600047,11202
3600101,11202
3600102,11202
3600103,11202
3600104,11202
3600105,11202
3600106,11202
3600107,11202
3600111,11202
3600112,11202
3600113,11202
3600114,11202
3600115,11202
3600116,11202
3600117,11202
3600121,11202
3600122,11202
3600123,11202
3600124,11202
3600125,11202
3600131,11202
3600132,11202
3600133,11202
3600134,11202
3600135,11202
3600136,11202
3600161,11202
3600162,11202
3600163,11202
3600164,11202
3600192,11202
3600193,11202
3600194,11202
3600195,11202
3600196,11202
3600197,11202
3600201,11202
3600202,11202
3600203,11202
3600204,11202
3600211,11202
3600212,11202
3600213,11202
3600214,11202
3600215,11202
3600216,11202
3600217,11202
3600218,11202
3600221,11202
3600222,11202
3600223,11202
3600224,11202
3600225,11202
3600231,11202
3600232,11202
3600233,11202
3600234,11202
3600235,11202
3600236,11202
3600237,11202
3600238,11202
3600241,11202
3600242,11202
3600243,11202
3600244,11202
3600245,11202
3600801,11202
3600802,11202
3600803,11202
3600804,11202
3600805,11202
3600806,11202
3600811,11202
3600812,11202
3600813,11202
3600814,11202
3600815,11202
3600816,11202
3600817,11202
3600821,11202
3600822,11202
3600823,11202
3600824,11202
3600825,11202
3600826,11202
3600831,11202
3600832,11202
3600833,11202
3600834,11202
3600835,11202
3600836,11202
3600837,11202
3600841,11202
3600842,11202
3600843,11202
3600844,11202
3600845,11202
3600846,11202
3600847,11202
3600851,11202
3600852,11202
3600853,11202
3600854,11202
3600855,11202
3600856,11202
3600857,11202
3608501,11202
3608502,11202
3608512,11202
3608515,11202
3608520,11202
3608521,11202
3608522,11202
3608523,11202
3608532,11202
3608543,11202
3608555,11202
3608558,11202
3608559,11202
3608567,11202
3608577,11202
3608580,11202
3608585,11202
3608601,11202
3608608,11202
3608611,11202
3608616,11202
3608620,11202
3610000,11206
3610001,11206
3610002,11206
3610003,11206
3610004,11206
3610005,11206
3610006,11206
3610007,11206
3610011,11206
3610012,11206
3610013,11206
3610014,11206
3610015,11206
3610016,11206
3610017,11206
3610021,11206
3610022,11206
3610023,11206
3610024,11206
3610025,11206
3610026,11206
3610031,11206
3610032,11206
3610033,11206
3610034,11206
3610035,11206
3610036,11206
3610037,11206
3610038,11206
3610041,11206
3610042,11206
3610043,11206
3610044,11206
3610045,11206
3610046,11206
3610047,11206
3610051,11206
3610052,11206
3610053,11206
3610054,11206
3610055,11206
3610056,11206
3610057,11206
3610061,11206
3610062,11206
3610063,11206
3610064,11206
3610065,11206
3610066,11206
3610067,11206
3610071,11206
3610072,11206
3610073,11206
3610074,11206
3610075,11206
3610076,11206
3610077,11206
3610078,11206
3610081,11206
3610082,11206
3610083,11206
3610084,11206
3618503,11206
3618504,11206
3618505,11206
3618506,11206
3618507,11206
3618508,11206
3618510,11206
3618511,11206
3618513,11206
3618539,11206
3618555,11206
3618585,11206
3618601,11206
3618602,11206
3618603,11206
3618604,11206
3620000,11219
3620001,11219
3620002,11219
3620003,11219
3620004,11219
3620005,11219
3620006,11219
3620007,11219
3620008,11219
3620011,11219
3620012,11219
3620013,11219
3620014,11219
3620015,11219
3620016,11219
3620017,11219
3620021,11219
3620022,11219
3620023,11219
3620024,11219
3620025,11219
3620026,11219
3620031,11219
3620032,11219
3620033,11219
3620034,11219
3620035,11219
3620036,11219
3620037,11219
3620041,11219
3620042,11219
3620043,11219
3620044,11219
3620045,11219
3620046,11219
3620047,11219
3620048,11219
3620049,11219
3620051,11219
3620052,11219
3620053,11219
3620054,11219
3620055,11219
3620056,11219
3620057,11219
3620058,11219
3620059,11219
3620061,11219
3620062,11219
3620063,11219
3620064,11219
3620065,11219
3620066,11219
3620067,11219
3620071,11219
3620072,11219
3620073,11219
3620074,11219
3620075,11219
3620076,11219
3620081,11219
3620082,11219
3620083,11219
3620084,11219
3620800,11301
3620801,11301
3620802,11301
3620803,11301
3620804,11301
3620805,11301
3620806,11301
3620807,11301
3620808,11301
3620809,11301
3620811,11301
3620812,11301
3620813,11301
3628501,11219
3628502,11219
3628504,11219
3628508,11219
3628510,11219
3628511,11219
3628517,11301
3628520,11219
3628521,11219
3628523,11219
3628531,11219
3628539,11301
3628542,11301
3628550,11219
3628553,11301
3628555,11219
3628567,11219
3628577,11301
3628585,11219
3628588,11219
3628688,11219
3630000,11231
3630001,11231
3630002,11231
3630003,11231
3630004,11231
3630005,11231
3630006,11231
3630007,11231
3630008,11231
3630009,11231
3630011,11231
3630012,11231
3630013,11231
3630014,11231
3630015,11231
3630016,11231
3630017,11231
3630018,11231
3630020,11231
3630021,11231
3630022,11231
3630023,11231
3630024,11231
3630025,11231
3630026,11231
3630027,11231
3630028,11231
3630029,11231
3638501,11231
3638505,11231
3638509,11231
3638510,11231
3638555,11231
3638558,11231
3638601,11231
3640000,11233
3640001,11233
3640002,11233
3640003,11233
3640004,11233
3640005,11233
3640006,11233
3640007,11233
3640011,11233
3640012,11233
3640013,11233
3640014,11233
3640021,11233
3640022,11233
3640023,11233
3640024,11233
3640025,11233
3640026,11233
3640027,11233
3640028,11233
3640031,11233
3640032,11233
3640033,11233
3640034,11233
3640035,11233
3648501,11233
3648511,11233
3648555,11233
3648585,11233
3648633,11233
3650000,11217
3650001,11217
3650002,11217
3650003,11217
3650004,11217
3650005,11217
3650011,11217
3650012,11217
3650013,11217
3650014,11217
3650021,11217
3650022,11217
3650023,11217
3650024,11217
3650025,11217
3650026,11217
3650027,11217
3650028,11217
3650031,11217
3650032,11217
3650033,11217
3650034,11217
3650035,11217
3650036,11217
3650037,11217
3650038,11217
3650039,11217
3650041,11217
3650042,11217
3650043,11217
3650044,11217
3650045,11217
3650046,11217
3650047,11217
3650051,11217
3650052,11217
3650053,11217
3650054,11217
3650055,11217
3650056,11217
3650057,11217
3650058,11217
3650059,11217
3650061,11217
3650062,11217
3650063,11217
3650064,11217
3650065,11217
3650066,11217
3650067,11217
3650068,11217
3650071,11217
3650072,11217
3650073,11217
3650074,11217
3650075,11217
3650076,11217
3650077,11217
3650078,11217
3658501,11217
3658502,11217
3658503,11217
3658505,11217
3658506,11217
3658508,11217
3658512,11217
3658514,11217
3658585,11217
3658601,11217
3658603,11217
3660000,11218
3660001,11218
3660002,11218
3660003,11218
3660004,11218
3660005,11218
3660006,11218
3660007,11218
3660008,11218
3660009,11218
3660010,11218
3660011,11218
3660012,11218
3660013,11218
3660014,11218
3660015,11218
3660016,11218
3660017,11218
3660018,11218
3660019,11218
3660021,11218
3660022,11218
3660023,11218
3660024,11218
3660025,11218
3660026,11218
3660027,11218
3660028,11218
3660029,11218
3660031,11218
3660032,11218
3660033,11218
3660034,11218
3660035,11218
3660041,11218
3660042,11218
3660051,11218
3660052,11218
3660053,11218
3660054,11218
3660061,11218
3660062,11218
3660801,11218
3660802,11218
3660810,11218
3660811,11218
3660812,11218
3660813,11218
3660814,11218
3660815,11218
3660816,11218
3660817,11218
3660818,11218
3660819,11218
3660821,11218
3660822,11218
3660823,11218
3660824,11218
3660825,11218
3660826,11218
3660827,11218
3660828,11218
3660829,11218
3660831,11218
3660832,11218
3660833,11218
3660834,11218
3660835,11218
3660836,11218
3660837,11218
3660838,11218
3660839,11218
3668501,11218
3668502,11218
3668510,11218
3668511,11218
3668515,11218
3668521,11218
3668567,11218
3668581,11218
3670000,11211
3670001,11211
3670002,11211
3670003,11211
3670004,11211
3670005,11211
3670006,11211
3670007,11211
3670011,11211
3670012,11211
3670013,11211
3670014,11211
3670015,11211
3670016,11211
3670017,11211
3670018,11211
3670021,11211
3670022,11211
3670023,11211
3670024,11211
3670025,11211
3670026,11211
3670027,11211
3670030,11211
3670031,11211
3670032,11211
3670033,11211
3670034,11211
3670035,11211
3670036,11211
3670037,11211
3670038,11211
3670039,11211
3670041,11211
3670042,11211
3670043,11211
3670044,11211
3670045,11211
3670046,11211
3670047,11211
3670048,11211
3670051,11211
3670052,11211
3670053,11211
3670054,11211
3670055,11211
3670056,11211
3670061,11211
3670062,11211
3670063,11211
3670064,11211
3670071,11211
3670072,11211
3670073,11211
3670074,11211
3670075,11211
3670100,11381
3670101,11381
3670102,11381
3670103,11381
3670104,11381
3670105,11381
3670106,11381
3670107,11381
3670108,11381
3670111,11381
3670112,11381
3670113,11381
3670114,11381
3670115,11381
3670116,11381
3670117,11381
3670118,11381
3670119,11381
3670192,11381
3670194,11381
3670198,11381
3670200,11383
3670201,11211
3670202,11211
3670203,11211
3670204,11211
3670205,11211
3670206,11211
3670207,11211
3670211,11211
3670212,11211
3670213,11211
3670214,11211
3670215,11211
3670216,11211
3670217,11211
3670218,11211
3670221,11211
3670222,11211
3670223,11211
3670224,11211
3670225,11211
3670226,11211
3670231,11383
3670232,11383
3670233,11383
3670234,11383
3670235,11383
3670236,11383
3670237,11383
3670238,11383
3670241,11383
3670242,11383
3670243,11383
3670244,11383
3670245,11383
3670246,11383
3670247,11383
3670248,11383
3670251,11211
3670252,11211
3670253,11211
3670254,11211
3670292,11383
3670296,11383
3670297,11383
3670298,11211
3670301,11383
3670311,11383
3670312,11383
3670313,11383
3670393,11383
3678501,11211
3678686,11211
3680000,11207
3680000,11361
3680001,11207
3680002,11207
3680003,11207
3680004,11207
3680005,11207
3680011,11207
3680012,11207
3680013,11207
3680014,11207
3680015,11207
3680016,11207
3680021,11207
3680022,11207
3680023,11207
3680024,11207
3680025,11207
3680026,11207
3680031,11207
3680032,11207
3680033,11207
3680034,11207
3680035,11207
3680041,11207
3680042,11207
3680043,11207
3680044,11207
3680045,11207
3680046,11207
3680051,11207
3680052,11207
3680053,11207
3680054,11207
3680055,11207
3680056,11207
3680061,11207
3680062,11207
3680063,11207
3680064,11207
3680065,11207
3680066,11207
3680067,11207
3680071,11361
3680072,11361
3680100,11365
3680101,11365
3680102,11365
3680103,11365
3680104,11365
3680105,11365
3680111,11365
3680112,11365
3680113,11365
3680114,11365
3680115,11365
3680192,11365
3680193,11365
3680195,11365
3680201,11365
3680202,11365
3680292,11365
3688501,11361
3688502,11361
3688505,11361
3688666,11207
3688680,11207
3688686,11207
3690101,11202
3690102,11202
3690103,11202
3690104,11202
3690105,11202
3690106,11202
3690107,11202
3690108,11202
3690111,11217
3690112,11217
3690113,11217
3690114,11217
3690115,11217
3690116,11217
3690121,11217
3690122,11217
3690123,11217
3690124,11217
3690131,11217
3690132,11217
3690133,11217
3690134,11217
3690135,11217
3690136,11217
3690137,11217
3690192,11217
3690195,11217
3690198,11217
3690201,11218
3690202,11218
3690203,11218
3690211,11218
3690212,11218
3690213,11218
3690214,11218
3690215,11218
3690216,11218
3690217,11218
3690221,11218
3690222,11218
3690223,11218
3690224,11218
3690225,11218
3690292,11218
3690293,11218
3690295,11218
3690297,11218
3690300,11385
3690301,11385
3690302,11385
3690303,11385
3690304,11385
3690305,11385
3690306,11385
3690307,11385
3690308,11385
3690311,11385
3690312,11385
3690313,11385
3690314,11385
3690315,11385
3690316,11385
3690317,11385
3690318,11385
3690392,11385
3690393,11385
3690395,11385
3691101,11218
3691102,11218
3691103,11218
3691104,11218
3691105,11218
3691106,11218
3691107,11218
3691108,11218
3691109,11218
3691111,11218
3691192,11218
3691193,11218
3691195,11218
3691200,11408
3691201,11408
3691202,11408
3691203,11408
3691204,11408
3691205,11408
3691211,11408
3691212,11408
3691213,11408
3691214,11408
3691215,11408
3691216,11408
3691217,11408
3691221,11408
3691222,11408
3691223,11408
3691224,11408
3691225,11408
3691231,11408
3691232,11408
3691233,11408
3691234,11408
3691235,11408
3691236,11408
3691241,11218
3691242,11218
3691243,11218
3691244,11218
3691245,11218
3691246,11218
3691247,11218
3691248,11218
3691292,11408
3691293,11218
3691295,11218
3691298,11408
3691300,11363
3691301,11363
3691302,11363
3691303,11363
3691304,11363
3691305,11363
3691311,11363
3691312,11363
3691313,11363
3691392,11363
3691400,11362
3691411,11362
3691412,11362
3691413,11362
3691492,11362
3691501,11207
3691502,11207
3691503,11207
3691504,11207
3691505,11207
3691592,11207
3691593,11207
3691596,11207
3691601,11362
3691621,11362
3691622,11362
3691623,11362
3691624,11362
3691625,11362
3691626,11362
3691801,11207
3691802,11207
3691803,11207
3691804,11207
3691871,11207
3691872,11207
3691873,11207
3691874,11207
3691892,11207
3691893,11207
3691894,11207
3691895,11207
3691901,11207
3691902,11207
3691903,11207
3691911,11207
3691912,11207
3691998,11207
3700000,10202
3700001,10202
3700002,10202
3700003,10202
3700004,10202
3700005,10202
3700006,10202
3700007,10202
3700008,10202
3700011,10202
3700012,10202
3700013,10202
3700014,10202
3700015,10202
3700016,10202
3700017,10202
3700018,10202
3700021,10202
3700022,10202
3700023,10202
3700024,10202
3700025,10202
3700026,10202
3700027,10202
3700031,10202
3700032,10202
3700033,10202
3700034,10202
3700035,10202
3700036,10202
3700041,10202
3700042,10202
3700043,10202
3700044,10202
3700045,10202
3700046,10202
3700047,10202
3700048,10202
3700051,10202
3700052,10202
3700053,10202
3700054,10202
3700055,10202
3700056,10202
3700057,10202
3700058,10202
3700059,10202
3700061,10202
3700062,10202
3700063,10202
3700064,10202
3700065,10202
3700066,10202
3700067,10202
3700068,10202
3700069,10202
3700071,10202
3700072,10202
3700073,10202
3700074,10202
3700075,10202
3700076,10202
3700077,10202
3700078,10202
3700081,10202
3700082,10202
3700083,10202
3700084,10202
3700085,10202
3700086,10202
3700087,10202
3700088,10202
3700101,10204
3700102,10204
3700103,10204
3700104,10204
3700105,10204
3700111,10204
3700112,10204
3700113,10204
3700114,10204
3700115,10204
3700116,10204
3700117,10204
3700121,10204
3700122,10204
3700123,10204
3700124,10204
3700125,10204
3700126,10204
3700127,10204
3700128,10204
3700131,10204
3700132,10204
3700133,10204
3700134,10204
3700135,10204
3700193,10204
3700301,10205
3700302,10205
3700303,10205
3700304,10205
3700305,10205
3700306,10205
3700311,10205
3700312,10205
3700313,10205
3700314,10205
3700321,10205
3700331,10205
3700332,10205
3700333,10205
3700334,10205
3700341,10205
3700342,10205
3700343,10205
3700344,10205
3700345,10205
3700346,10205
3700347,10205
3700351,10205
3700352,10205
3700353,10205
3700354,10205
3700355,10205
3700356,10205
3700401,10205
3700402,10205
3700403,10205
3700404,10205
3700405,10205
3700406,10205
3700411,10205
3700412,10205
3700413,10205
3700414,10205
3700415,10205
3700416,10205
3700417,10205
3700418,10205
3700421,10205
3700422,10205
3700423,10205
3700424,10205
3700425,10205
3700426,10205
3700427,10205
3700492,10205
3700495,10205
3700500,10523
3700500,10524
3700501,10523
3700502,10523
