administrative_division_code,WKT
14383,POINT (139.1335 35.16549)
14384,POINT (139.079 35.16624)
14401,POINT (139.2991 35.52884)
14402,POINT (139.229 35.48707)
15101,POINT (139.1989 37.92325)
15102,POINT (139.1065 37.92792)
15103,POINT (139.0485 37.90447)
15104,POINT (139.1066 37.86321)
15105,POINT (139.1114 37.78594)
15106,POINT (139.0226 37.76872)
15107,POINT (138.9516 37.84814)
15108,POINT (138.8963 37.75976)
15202,POINT (138.8569 37.4343)
15204,POINT (139.09 37.54066)
15205,POINT (138.5992 37.32361)
15206,POINT (139.4279 37.90732)
15208,POINT (138.8005 37.29128)
15209,POINT (139.1107 37.6221)
15210,POINT (138.702 37.09063)
15211,POINT (138.9319 37.5277)
15212,POINT (139.6173 38.31013)
15213,POINT (138.8862 37.66544)
15216,POINT (137.8939 36.96625)
15217,POINT (138.1876 36.93226)
15218,POINT (139.2264 37.65646)
15222,POINT (138.3373 37.1202)
15223,POINT (139.2592 37.81425)
15224,POINT (138.3898 38.04419)
15225,POINT (139.0981 37.22075)
15226,POINT (138.9373 37.05583)
15227,POINT (139.4807 38.00575)
15307,POINT (139.2662 37.98339)
15342,POINT (138.8376 37.69079)
15361,POINT (139.0703 37.70114)
15385,POINT (139.464 37.66495)
15405,POINT (138.7147 37.52657)
15461,POINT (138.8007 36.85564)
15482,POINT (138.6417 36.97094)
15504,POINT (138.6405 37.42343)
15581,POINT (139.6012 38.06422)
15586,POINT (139.2403 38.4626)
16201,POINT (137.2995 36.54662)
16202,POINT (136.9664 36.74003)
16204,POINT (137.4915 36.7598)
16205,POINT (136.9428 36.86494)
16206,POINT (137.3822 36.75185)
16207,POINT (137.6164 36.76876)
16208,POINT (136.9907 36.61868)
16209,POINT (136.8548 36.66232)
16210,POINT (136.9196 36.45318)
16211,POINT (137.0878 36.72322)
16321,POINT (137.3066 36.70087)
16322,POINT (137.4766 36.6606)
16323,POINT (137.512 36.60168)
16342,POINT (137.5123 36.91203)
16343,POINT (137.6504 36.89225)
17201,POINT (136.7082 36.51931)
17202,POINT (136.9287 37.07845)
17203,POINT (136.4985 36.31099)
17204,POINT (136.8874 37.33756)
17205,POINT (137.2258 37.45533)
17206,POINT (136.3797 36.25499)
17207,POINT (136.8163 36.91138)
17209,POINT (136.7329 36.74366)
17210,POINT (136.6697 36.27546)
17211,POINT (136.5445 36.43595)
17212,POINT (136.6056 36.5252)
17324,POINT (136.5366 36.46922)
17361,POINT (136.7688 36.69284)
17365,POINT (136.6574 36.664)
17384,POINT (136.7715 37.08914)
17386,POINT (136.8037 36.82601)
17407,POINT (136.8976 36.97104)
17461,POINT (136.9362 37.23531)
17463,POINT (137.0953 37.33007)
18201,POINT (136.2182 36.04249)
18202,POINT (136.0806 35.63745)
18204,POINT (135.7481 35.46884)
18205,POINT (136.6169 35.90835)
18206,POINT (136.5218 36.0844)
18207,POINT (136.2183 35.95933)
18208,POINT (136.2516 36.22775)
18209,POINT (136.1772 35.88948)
18210,POINT (136.2553 36.16408)
18322,POINT (136.355 36.07793)
18382,POINT (136.3681 35.86844)
18404,POINT (136.2133 35.77209)
18423,POINT (136.0563 35.95897)
18442,POINT (135.9744 35.59687)
18481,POINT (135.5155 35.49214)
18483,POINT (135.6329 35.41473)
18501,POINT (135.8806 35.51175)
19201,POINT (138.5877 35.69712)
19202,POINT (138.7935 35.43888)
19204,POINT (138.9149 35.5366)
19205,POINT (138.6974 35.79688)
19206,POINT (138.9199 35.64285)
19207,POINT (138.412 35.71772)
19208,POINT (138.3542 35.65067)
19209,POINT (138.3937 35.83718)
19210,POINT (138.5184 35.71698)
19211,POINT (138.6807 35.59954)
19212,POINT (139.0638 35.63421)
19213,POINT (138.7917 35.72644)
19214,POINT (138.5411 35.58419)
19346,POINT (138.5132 35.53245)
19364,POINT (138.3094 35.46726)
19365,POINT (138.4678 35.41515)
19366,POINT (138.4617 35.2593)
19368,POINT (138.4027 35.54333)
19384,POINT (138.5336 35.6279)
19422,POINT (139.013 35.50594)
19423,POINT (138.8357 35.53093)
19424,POINT (138.856 35.45963)
19425,POINT (138.8775 35.423)
19429,POINT (138.6983 35.42778)
19430,POINT (138.6879 35.48703)
19442,POINT (138.9428 35.74774)
19443,POINT (138.9059 35.80147)
20201,POINT (138.1018 36.644)
20202,POINT (137.814 36.20157)
20203,POINT (138.2417 36.38345)
20204,POINT (138.048 36.07916)
20205,POINT (137.9137 35.43976)
20206,POINT (138.1135 36.02898)
20207,POINT (138.3488 36.60996)
20208,POINT (138.435 36.33906)
20209,POINT (138.0741 35.79073)
20210,POINT (137.9478 35.72772)
20211,POINT (138.3471 36.76945)
20212,POINT (137.7814 36.50559)
20213,POINT (138.3841 36.913)
20214,POINT (138.2467 36.02522)
20215,POINT (137.9002 36.03801)
20217,POINT (138.4453 36.21579)
20218,POINT (138.1235 36.50624)
20219,POINT (138.3686 36.37386)
20220,POINT (137.8401 36.32795)
20303,POINT (138.4592 36.06867)
20304,POINT (138.6185 35.94172)
20305,POINT (138.4583 35.9841)
20306,POINT (138.5859 36.01855)
20307,POINT (138.5901 36.06234)
20309,POINT (138.4745 36.12237)
20321,POINT (138.5894 36.35686)
20323,POINT (138.5132 36.33406)
20324,POINT (138.295 36.21124)
20349,POINT (138.1051 36.36438)
20350,POINT (138.2161 36.18817)
20361,POINT (138.1125 36.11056)
20362,POINT (138.2499 35.90071)
20363,POINT (138.2569 35.96387)
20382,POINT (137.9426 35.98406)
20383,POINT (137.9925 35.92426)
20384,POINT (137.8785 35.6745)
20385,POINT (137.9178 35.88614)
20386,POINT (137.9764 35.63917)
20388,POINT (137.8808 35.77355)
20402,POINT (137.9092 35.60532)
20403,POINT (137.8588 35.57357)
20404,POINT (137.7638 35.31714)
20407,POINT (137.6864 35.44262)
20409,POINT (137.6348 35.33333)
20410,POINT (137.6041 35.25609)
20411,POINT (137.7752 35.39112)
20412,POINT (137.6961 35.26755)
20413,POINT (137.8216 35.25391)
20414,POINT (137.8609 35.36328)
20415,POINT (137.9269 35.48066)
20416,POINT (137.9502 35.53849)
20417,POINT (138.0745 35.55816)
20422,POINT (137.682 35.76441)
20423,POINT (137.6179 35.6036)
20425,POINT (137.7602 35.99652)
20429,POINT (137.4751 35.81436)
20430,POINT (137.6911 35.69083)
20432,POINT (137.6535 35.89997)
20446,POINT (138.0367 36.46288)
20448,POINT (137.9436 36.43277)
20450,POINT (137.8623 36.16085)
20451,POINT (137.8298 36.10486)
20452,POINT (138.0401 36.4212)
20481,POINT (137.8977 36.42326)
20482,POINT (137.8262 36.41344)
20485,POINT (137.8356 36.69612)
20486,POINT (137.9158 36.82579)
20521,POINT (138.1939 36.45275)
20541,POINT (138.316 36.70272)
20543,POINT (138.4232 36.66231)
20561,POINT (138.5106 36.75132)
20562,POINT (138.4662 36.84049)
20563,POINT (138.4671 36.93151)
20583,POINT (138.1825 36.81018)
20588,POINT (137.9596 36.63425)
20590,POINT (138.2363 36.75526)
20602,POINT (138.5869 36.87969)
21201,POINT (136.7647 35.44825)
21202,POINT (136.5207 35.31244)
21203,POINT (137.2856 36.13186)
21204,POINT (137.1126 35.33399)
21205,POINT (136.8745 35.63042)
21206,POINT (137.4744 35.56643)
21207,POINT (136.9012 35.57892)
21208,POINT (137.2736 35.38934)
21209,POINT (136.7016 35.30739)
21210,POINT (137.4182 35.37065)
21211,POINT (137.0266 35.48385)
21212,POINT (137.2075 35.3242)
21213,POINT (136.8783 35.40283)
21214,POINT (137.066 35.4059)
21215,POINT (136.7431 35.5989)
21216,POINT (136.6702 35.39666)
21217,POINT (137.2055 36.33274)
21218,POINT (136.6199 35.65543)
21219,POINT (136.9457 35.83288)
21220,POINT (137.2379 35.8419)
21221,POINT (136.6244 35.2138)
21302,POINT (136.7868 35.38611)
21303,POINT (136.7694 35.36595)
21341,POINT (136.5644 35.29112)
21361,POINT (136.5164 35.38594)
21362,POINT (136.4458 35.34801)
21381,POINT (136.6092 35.41573)
21382,POINT (136.635 35.286)
21383,POINT (136.6627 35.33665)
21401,POINT (136.4523 35.60488)
21403,POINT (136.6267 35.4681)
21404,POINT (136.5564 35.44035)
21421,POINT (136.6897 35.43045)
21501,POINT (136.9765 35.43383)
21502,POINT (136.9774 35.49181)
21503,POINT (137.0815 35.51061)
21504,POINT (137.1133 35.57741)
21505,POINT (137.1863 35.50079)
21506,POINT (137.2628 35.60667)
21507,POINT (137.3377 35.64283)
21521,POINT (137.1544 35.43352)
21604,POINT (136.8794 36.2197)
22101,POINT (138.2644 35.23926)
22102,POINT (138.3824 34.95177)
22103,POINT (138.4855 35.09711)
22138,POINT (137.6992 34.72745)
22139,POINT (137.6639 34.83599)
22140,POINT (137.8848 35.0597)
22203,POINT (138.8306 35.07731)
22205,POINT (139.0632 35.09063)
22206,POINT (138.9488 35.13939)
22207,POINT (138.6088 35.30251)
22208,POINT (139.0872 34.93562)
22209,POINT (138.1266 34.91216)
22210,POINT (138.699 35.20107)
22211,POINT (137.8505 34.74453)
22212,POINT (138.3013 34.84025)
22213,POINT (138.019 34.7799)
22214,POINT (138.2338 34.91955)
22215,POINT (138.879 35.29893)
22216,POINT (137.9281 34.74181)
22219,POINT (138.9214 34.70889)
22220,POINT (138.8774 35.22551)
22221,POINT (137.5266 34.72269)
22222,POINT (138.9259 34.92231)
22223,POINT (138.1482 34.64836)
22224,POINT (138.1005 34.73882)
22225,POINT (138.9729 35.03799)
22226,POINT (138.1857 34.73187)
22301,POINT (139.0283 34.82659)
22302,POINT (138.9526 34.78613)
22304,POINT (138.8315 34.66436)
22305,POINT (138.8205 34.74584)
22306,POINT (138.8173 34.82338)
22325,POINT (138.994 35.11394)
22341,POINT (138.8987 35.09745)
22342,POINT (138.871 35.16605)
22344,POINT (138.9193 35.36006)
22424,POINT (138.2572 34.77353)
22429,POINT (138.1033 35.16356)
22461,POINT (137.9475 34.88655)
23000,POINT (136.8125 35.007)
23101,POINT (136.9617 35.16975)
23102,POINT (136.9323 35.18311)
23103,POINT (136.9179 35.21118)
23104,POINT (136.8833 35.20719)
23105,POINT (136.8601 35.16687)
23106,POINT (136.9053 35.16361)
23107,POINT (136.9419 35.14754)
23108,POINT (136.9375 35.12582)
23109,POINT (136.9004 35.12822)
23110,POINT (136.8447 35.13897)
23111,POINT (136.8524 35.09448)
23112,POINT (136.9235 35.09419)
23113,POINT (136.9958 35.22033)
23114,POINT (136.97 35.07779)
23115,POINT (137.0053 35.16778)
23116,POINT (136.9837 35.12265)
23201,POINT (137.4068 34.73978)
23202,POINT (137.2583 34.95107)
23203,POINT (136.793 35.30874)
23204,POINT (137.1167 35.23815)
23205,POINT (136.9263 34.89956)
23206,POINT (137.0067 35.27303)
23207,POINT (137.3608 34.84726)
23208,POINT (136.7527 35.1696)
23209,POINT (136.9917 34.87823)
23210,POINT (137.0174 35.00289)
23211,POINT (137.3011 35.14193)
23212,POINT (137.0719 34.9436)
23213,POINT (137.0702 34.83222)
23214,POINT (137.2278 34.82654)
23215,POINT (136.9804 35.36167)
23216,POINT (136.8533 34.88662)
23217,POINT (136.8703 35.34315)
23219,POINT (136.9501 35.29864)
23220,POINT (136.7635 35.23979)
23221,POINT (137.5427 34.96008)
23222,POINT (136.8999 35.02625)
23223,POINT (136.9548 35.01891)
23224,POINT (136.8639 34.96996)
23225,POINT (137.0496 34.99914)
23226,POINT (137.0365 35.217)
23227,POINT (136.9955 34.93241)
23228,POINT (136.8688 35.27841)
23229,POINT (137.0102 35.06058)
23230,POINT (137.0511 35.13754)
23231,POINT (137.1837 34.64094)
23232,POINT (136.7113 35.17182)
23233,POINT (136.8476 35.21324)
23234,POINT (136.8728 35.24695)
23235,POINT (136.7612 35.08132)
23236,POINT (137.0888 35.09424)
23237,POINT (136.8034 35.18842)
23238,POINT (137.0591 35.17572)
23302,POINT (137.0537 35.101)
23342,POINT (136.9163 35.25085)
23361,POINT (136.9109 35.33134)
23362,POINT (136.9134 35.36099)
23424,POINT (136.8224 35.17343)
23425,POINT (136.7853 35.13031)
23427,POINT (136.8066 35.06702)
23441,POINT (136.9109 34.93501)
23442,POINT (136.9554 34.96882)
23445,POINT (136.9222 34.72763)
23446,POINT (136.8899 34.77781)
23447,POINT (136.9071 34.84337)
23501,POINT (137.1659 34.86213)
23561,POINT (137.5548 35.12262)
23562,POINT (137.6901 35.08963)
23563,POINT (137.7395 35.17143)
24201,POINT (136.3665 34.65991)
24202,POINT (136.5762 34.97978)
24203,POINT (136.7158 34.46746)
24204,POINT (136.3567 34.48669)
24205,POINT (136.6562 35.09421)
24207,POINT (136.5224 34.89022)
24208,POINT (136.1183 34.60921)
24209,POINT (136.1829 34.03691)
24210,POINT (136.3934 34.86866)
24211,POINT (136.8583 34.44551)
24212,POINT (136.0263 33.92291)
24214,POINT (136.5079 35.16059)
24215,POINT (136.8134 34.33794)
24216,POINT (136.1851 34.74951)
24303,POINT (136.7402 35.06539)
24324,POINT (136.5897 35.0795)
24341,POINT (136.4836 35.04026)
24343,POINT (136.6615 35.03638)
24344,POINT (136.6804 35.01999)
24441,POINT (136.5015 34.4702)
24442,POINT (136.6265 34.55047)
24443,POINT (136.2625 34.31608)
24461,POINT (136.6207 34.48092)
24470,POINT (136.5786 34.3902)
24471,POINT (136.4121 34.31573)
24472,POINT (136.5847 34.31116)
24543,POINT (136.2369 34.17639)
24561,POINT (136.0093 33.83999)
24562,POINT (135.9695 33.77196)
25201,POINT (135.9125 35.08751)
25202,POINT (136.2059 35.26518)
25203,POINT (136.2247 35.50055)
25204,POINT (136.0765 35.16509)
25206,POINT (135.938 35.02607)
25207,POINT (135.9698 35.09015)
25208,POINT (136.0142 34.99903)
25209,POINT (136.1798 34.91795)
25210,POINT (136.0204 35.10363)
25211,POINT (136.0874 34.99989)
25212,POINT (135.9861 35.37191)
25213,POINT (136.2873 35.10708)
25214,POINT (136.3508 35.38382)
25383,POINT (136.2637 35.01299)
25384,POINT (136.1134 35.05758)
25425,POINT (136.248 35.16923)
25441,POINT (136.2318 35.19836)
25442,POINT (136.2651 35.20248)
25443,POINT (136.3444 35.21077)
26101,POINT (135.7134 35.10254)
26102,POINT (135.7529 35.02673)
26103,POINT (135.7962 35.16556)
26104,POINT (135.7468 35.01035)
26105,POINT (135.7787 34.99102)
26106,POINT (135.7505 34.99289)
26107,POINT (135.7356 34.96732)
26108,POINT (135.6651 35.14892)
26109,POINT (135.7748 34.93696)
26110,POINT (135.8164 34.98318)
26111,POINT (135.6605 34.97291)
26201,POINT (135.1134 35.32402)
26202,POINT (135.3399 35.47005)
26203,POINT (135.3446 35.35266)
26204,POINT (135.8204 34.90296)
26205,POINT (135.2069 35.57182)
26206,POINT (135.539 35.01021)
26207,POINT (135.7976 34.84568)
26208,POINT (135.7027 34.94975)
26209,POINT (135.6801 34.92458)
26210,POINT (135.7147 34.86663)
26211,POINT (135.7586 34.80655)
26212,POINT (135.0457 35.63082)
26213,POINT (135.5592 35.22732)
26214,POINT (135.8478 34.75123)
26303,POINT (135.6871 34.90216)
26322,POINT (135.7473 34.88896)
26343,POINT (135.8287 34.81022)
26344,POINT (135.8876 34.85493)
26364,POINT (135.9483 34.7643)
26365,POINT (135.9294 34.81045)
26366,POINT (135.7759 34.75749)
26367,POINT (136.0024 34.76612)
26407,POINT (135.3911 35.22325)
26463,POINT (135.2477 35.71415)
26465,POINT (135.1022 35.51006)
27102,POINT (135.5272 34.71193)
27103,POINT (135.4753 34.69389)
27104,POINT (135.4201 34.668)
27106,POINT (135.4838 34.67776)
27107,POINT (135.4508 34.66032)
27108,POINT (135.4663 34.6441)
27109,POINT (135.5204 34.65991)
27111,POINT (135.4954 34.65962)
27113,POINT (135.4412 34.70389)
27114,POINT (135.5308 34.7433)
27115,POINT (135.5469 34.67314)
27116,POINT (135.5444 34.65237)
27117,POINT (135.5473 34.72551)
27118,POINT (135.5489 34.69661)
27119,POINT (135.5135 34.63304)
27120,POINT (135.5047 34.6049)
27121,POINT (135.5316 34.61902)
27122,POINT (135.49 34.63865)
27123,POINT (135.4822 34.72903)
27124,POINT (135.5754 34.70347)
27125,POINT (135.4471 34.62049)
27126,POINT (135.5607 34.61504)
27127,POINT (135.5019 34.70519)
27128,POINT (135.5141 34.68012)
27141,POINT (135.4689 34.58115)
27142,POINT (135.5041 34.52439)
27143,POINT (135.5342 34.53558)
27144,POINT (135.4484 34.54886)
27145,POINT (135.5065 34.4758)
27146,POINT (135.5131 34.56533)
27147,POINT (135.5637 34.53617)
27202,POINT (135.4153 34.428)
27203,POINT (135.4728 34.7819)
27204,POINT (135.4383 34.83444)
27205,POINT (135.5191 34.78555)
27206,POINT (135.404 34.5075)
27207,POINT (135.6079 34.88077)
27208,POINT (135.3851 34.40106)
27209,POINT (135.5764 34.74175)
27210,POINT (135.6817 34.81763)
27211,POINT (135.55 34.85587)
27212,POINT (135.6162 34.62026)
27213,POINT (135.3354 34.38035)
27214,POINT (135.5943 34.48882)
27215,POINT (135.627 34.7654)
27216,POINT (135.5669 34.40547)
27217,POINT (135.5512 34.58021)
27218,POINT (135.6357 34.71284)
27219,POINT (135.4716 34.43133)
27220,POINT (135.4793 34.8559)
27221,POINT (135.6464 34.57902)
27222,POINT (135.606 34.54816)
27223,POINT (135.5993 34.73215)
27224,POINT (135.5696 34.776)
27225,POINT (135.4296 34.52883)
27226,POINT (135.604 34.57415)
27227,POINT (135.6176 34.67113)
27228,POINT (135.2894 34.35401)
27229,POINT (135.6678 34.73243)
27230,POINT (135.6869 34.77216)
27231,POINT (135.5489 34.49646)
27232,POINT (135.2352 34.33117)
27301,POINT (135.6532 34.89887)
27321,POINT (135.4822 34.91383)
27322,POINT (135.413 34.98084)
27341,POINT (135.3939 34.49242)
27361,POINT (135.364 34.38903)
27362,POINT (135.2578 34.417)
27366,POINT (135.152 34.30321)
27381,POINT (135.6527 34.51765)
27382,POINT (135.649 34.48455)
27383,POINT (135.6481 34.43843)
28101,POINT (135.2711 34.72205)
28102,POINT (135.2281 34.73399)
28105,POINT (135.1652 34.67975)
28106,POINT (135.1444 34.66852)
28107,POINT (135.1064 34.67098)
28108,POINT (135.0597 34.64946)
28109,POINT (135.1714 34.79618)
28110,POINT (135.2032 34.68427)
28111,POINT (135.0168 34.71771)
28201,POINT (134.665 34.90054)
28202,POINT (135.4114 34.7343)
28203,POINT (134.9404 34.68295)
28204,POINT (135.3128 34.78442)
28205,POINT (134.8547 34.339)
28206,POINT (135.2997 34.74577)
28207,POINT (135.4068 34.78542)
28208,POINT (134.4557 34.84056)
28209,POINT (134.8266 35.51287)
28210,POINT (134.8511 34.7915)
28212,POINT (134.3725 34.78886)
28213,POINT (134.9949 35.00922)
28214,POINT (135.3355 34.85411)
28215,POINT (135.0589 34.83529)
28216,POINT (134.7858 34.77521)
28217,POINT (135.411 34.87746)
28218,POINT (134.9515 34.85874)
28219,POINT (135.2175 34.9521)
28220,POINT (134.8542 34.92322)
28221,POINT (135.2317 35.07348)
28222,POINT (134.6859 35.35306)
28223,POINT (135.0495 35.17458)
28224,POINT (134.765 34.27387)
28225,POINT (134.8255 35.26087)
28226,POINT (134.9132 34.49467)
28227,POINT (134.5452 35.15366)
28228,POINT (135.0225 34.92772)
28229,POINT (134.5188 34.88766)
28301,POINT (135.3498 34.94611)
28365,POINT (134.9049 35.08357)
28381,POINT (134.9235 34.7524)
28382,POINT (134.8644 34.71299)
28442,POINT (134.7813 35.01414)
28443,POINT (134.751 34.963)
28446,POINT (134.7688 35.11056)
28464,POINT (134.591 34.83326)
28481,POINT (134.3504 34.88655)
28501,POINT (134.3705 35.02027)
28585,POINT (134.5903 35.52323)
28586,POINT (134.4827 35.55964)
29201,POINT (135.891 34.67449)
29202,POINT (135.7437 34.51008)
29203,POINT (135.7747 34.63392)
29204,POINT (135.8643 34.59562)
29205,POINT (135.7899 34.50139)
29206,POINT (135.8797 34.52144)
29207,POINT (135.7505 34.25678)
29208,POINT (135.721 34.43317)
29209,POINT (135.7104 34.70791)
29210,POINT (135.69 34.54861)
29211,POINT (135.7046 34.49683)
29212,POINT (135.9978 34.52034)
29322,POINT (136.0269 34.66415)
29342,POINT (135.6883 34.63309)
29343,POINT (135.6839 34.60356)
29344,POINT (135.7305 34.61393)
29345,POINT (135.7554 34.60181)
29361,POINT (135.7724 34.58781)
29362,POINT (135.7739 34.57362)
29363,POINT (135.7938 34.55406)
29385,POINT (136.1227 34.51835)
29386,POINT (136.1594 34.47774)
29401,POINT (135.7948 34.43814)
29402,POINT (135.8281 34.45892)
29424,POINT (135.7155 34.56549)
29425,POINT (135.6959 34.58468)
29426,POINT (135.7468 34.55072)
29427,POINT (135.7321 34.58008)
29441,POINT (135.8936 34.3987)
29442,POINT (135.7985 34.40289)
29443,POINT (135.8068 34.33776)
29444,POINT (135.8639 34.30801)
29446,POINT (135.8684 34.22718)
29447,POINT (135.6445 34.13608)
29449,POINT (135.7642 34.01064)
29450,POINT (135.9523 34.04534)
29451,POINT (136.0205 34.13755)
29452,POINT (136.0205 34.29267)
29453,POINT (136.0279 34.40663)
30000,POINT (135.9618 33.6062)
30201,POINT (135.197 34.24173)
30202,POINT (135.2254 34.14118)
30203,POINT (135.6101 34.3227)
30204,POINT (135.1419 34.08226)
30205,POINT (135.176 33.8804)
30206,POINT (135.5776 33.82622)
30207,POINT (135.8592 33.76613)
30208,POINT (135.3941 34.25409)
30209,POINT (135.3056 34.28091)
30304,POINT (135.3893 34.15398)
30341,POINT (135.5124 34.23642)
30343,POINT (135.5801 34.26612)
30344,POINT (135.6091 34.21441)
30361,POINT (135.1925 34.03553)
30362,POINT (135.2071 33.99118)
30366,POINT (135.3664 34.07195)
30381,POINT (135.1155 33.8956)
30382,POINT (135.1218 33.93282)
30383,POINT (135.1218 33.97587)
30390,POINT (135.2787 33.85632)
30391,POINT (135.3498 33.82953)
30392,POINT (135.3584 33.95972)
30401,POINT (135.4722 33.63635)
30404,POINT (135.4573 33.7063)
30406,POINT (135.5705 33.57159)
30421,POINT (135.8752 33.64246)
30422,POINT (135.9415 33.59205)
30424,POINT (135.7356 33.61113)
30427,POINT (135.9514 33.95987)
30428,POINT (135.764 33.51434)
31201,POINT (134.1581 35.42981)
31202,POINT (133.3592 35.43414)
31203,POINT (133.7456 35.39055)
31204,POINT (133.2313 35.51885)
31302,POINT (134.3626 35.54457)
31325,POINT (134.4404 35.32268)
31328,POINT (134.2627 35.24961)
31329,POINT (134.3209 35.38145)
31364,POINT (133.8939 35.3527)
31370,POINT (133.9093 35.47268)
31371,POINT (133.6409 35.45027)
31372,POINT (133.7688 35.47587)
31384,POINT (133.3795 35.44394)
31386,POINT (133.5287 35.45271)
31389,POINT (133.3501 35.32054)
31390,POINT (133.4418 35.33328)
31401,POINT (133.2612 35.1576)
31402,POINT (133.4149 35.20972)
31403,POINT (133.5211 35.29336)
32201,POINT (133.0688 35.46793)
32202,POINT (132.1411 34.82181)
32203,POINT (132.7545 35.34539)
32204,POINT (131.9442 34.62425)
32205,POINT (132.4943 35.13564)
32206,POINT (133.1995 35.33391)
32207,POINT (132.2957 34.97488)
32209,POINT (132.8954 35.24356)
32343,POINT (133.0416 35.15788)
32386,POINT (132.7371 35.06103)
32441,POINT (132.4782 34.99041)
32448,POINT (132.5992 35.02956)
32449,POINT (132.5017 34.87681)
32501,POINT (131.8083 34.51258)
32505,POINT (131.8919 34.39445)
32525,POINT (133.1004 36.08465)
32526,POINT (133.0158 36.09641)
32527,POINT (133.0321 36.0142)
32528,POINT (133.2781 36.25212)
33101,POINT (133.881 34.77195)
33102,POINT (133.9659 34.66085)
33103,POINT (134.0503 34.67672)
33104,POINT (133.9052 34.58399)
33202,POINT (133.7464 34.55747)
33203,POINT (134.0299 35.1385)
33204,POINT (133.9359 34.51733)
33205,POINT (133.5117 34.50141)
33207,POINT (133.4737 34.65032)
33208,POINT (133.7022 34.7027)
33209,POINT (133.5225 34.81718)
33210,POINT (133.449 35.01566)
33211,POINT (134.234 34.79313)
33212,POINT (134.1416 34.66535)
33213,POINT (134.0395 34.83364)
33214,POINT (133.6936 35.13536)
33215,POINT (134.2298 35.04277)
33216,POINT (133.5946 34.53605)
33346,POINT (134.1379 34.83868)
33423,POINT (133.8229 34.6085)
33445,POINT (133.5568 34.51313)
33461,POINT (133.5898 34.63099)
33586,POINT (133.5604 35.20322)
33606,POINT (133.9089 35.20606)
33622,POINT (134.1303 35.05794)
33623,POINT (134.1845 35.13624)
33643,POINT (134.3409 35.1933)
33663,POINT (133.9578 34.92239)
33666,POINT (133.9383 34.98368)
33681,POINT (133.751 34.85855)
34101,POINT (132.4491 34.3811)
34102,POINT (132.514 34.4285)
34103,POINT (132.473 34.3589)
34104,POINT (132.4162 34.39322)
34105,POINT (132.4104 34.46885)
34106,POINT (132.5269 34.5365)
34107,POINT (132.5906 34.3983)
34108,POINT (132.295 34.45868)
34202,POINT (132.6304 34.2239)
34203,POINT (132.8821 34.36791)
34204,POINT (133.004 34.45635)
34205,POINT (133.1627 34.42702)
34207,POINT (133.3358 34.52081)
34208,POINT (133.1751 34.63646)
34209,POINT (132.8662 34.79297)
34210,POINT (133.0665 34.94557)
34211,POINT (132.1886 34.26058)
34212,POINT (132.761 34.44756)
34213,POINT (132.1859 34.39771)
34214,POINT (132.6784 34.70291)
34215,POINT (132.444 34.21449)
34302,POINT (132.5174 34.3975)
34304,POINT (132.5529 34.36677)
34307,POINT (132.5917 34.34577)
34309,POINT (132.5139 34.32441)
34368,POINT (132.2561 34.60313)
34369,POINT (132.4012 34.70712)
34431,POINT (132.8924 34.24247)
34462,POINT (133.0168 34.61413)
34545,POINT (133.2616 34.75538)
35201,POINT (130.9909 34.16855)
35202,POINT (131.2752 34.04424)
35203,POINT (131.576 34.23352)
35204,POINT (131.5093 34.43187)
35206,POINT (131.5715 34.06899)
35207,POINT (131.8844 34.03)
35208,POINT (132.0669 34.20568)
35210,POINT (131.9777 33.98021)
35211,POINT (131.1461 34.34958)
35212,POINT (132.1371 33.95717)
35213,POINT (131.2525 34.2095)
35215,POINT (131.8267 34.14892)
35216,POINT (131.1576 34.04038)
35305,POINT (132.2825 33.91479)
35321,POINT (132.2116 34.19564)
35341,POINT (132.0705 33.80638)
35343,POINT (132.0306 33.95196)
35344,POINT (132.0879 33.91643)
35502,POINT (131.5529 34.53081)
36201,POINT (134.5243 34.04968)
36202,POINT (134.5496 34.18781)
36203,POINT (134.5956 33.9842)
36204,POINT (134.6065 33.8771)
36205,POINT (134.2835 34.03707)
36206,POINT (134.2889 34.12184)
36207,POINT (134.1433 34.01883)
36208,POINT (133.8518 33.93345)
36301,POINT (134.4895 33.92859)
36302,POINT (134.3833 33.90018)
36321,POINT (134.4525 33.98253)
36341,POINT (134.4336 34.07799)
36342,POINT (134.3371 33.97698)
36368,POINT (134.2629 33.80016)
36383,POINT (134.4172 33.68664)
36387,POINT (134.5119 33.75305)
36388,POINT (134.2732 33.64573)
36401,POINT (134.5929 34.13513)
36402,POINT (134.55 34.12741)
36403,POINT (134.4944 34.12656)
36404,POINT (134.4524 34.15261)
36405,POINT (134.4061 34.13076)
36468,POINT (134.0537 33.96244)
36489,POINT (133.9179 34.03558)
37201,POINT (134.0541 34.26931)
37202,POINT (133.8159 34.2832)
37203,POINT (133.8922 34.32337)
37204,POINT (133.7778 34.22418)
37205,POINT (133.6748 34.07934)
37206,POINT (134.2132 34.26628)
37207,POINT (134.3332 34.21196)
37208,POINT (133.7247 34.16226)
37322,POINT (134.1984 34.50745)
37324,POINT (134.2938 34.49067)
37341,POINT (134.1382 34.23337)
37364,POINT (133.9889 34.46755)
37386,POINT (133.8263 34.30874)
37387,POINT (133.9624 34.20997)
37403,POINT (133.8181 34.19545)
37404,POINT (133.728 34.27045)
37406,POINT (133.9124 34.14124)
38201,POINT (132.7911 33.883)
